wallet,cluster_size,cluster_risk
2nsaQfcghDDMxJZaVw3xVzexkpjawtHqWajdSVHWFr7C1sDxZ1X3WX8nzVMDGwdJqQVctaRDerrtX2fAnjFpSkFv,51,1.0
4sVrAYuywfFcAnGKsrY2DKeKsCXjWhqN8HimirvijJBWS9aRmGMe4Qd4QR8CFJyjnrG5A3uE6EwRBtr6mQkBeM6G,51,1.0
26jDyCeqyiRqY3JisV2YP5MFKua5pYsVbWGBi3HyCDeXywdpeYQH8cNCdexk3oc5KkvJRuxokHVQXY2B5USoGyt6,51,1.0
3r8GFcwdcEvWTfULwo1QoedSPzVJFNoezsi5YHUQ2RAZ4xXMq3H2R3yaMfgEgqsxM1iQmsBXwVwxMv5CDx8FNuG8,51,1.0
bzBG1JLqtovMvWQXJ75RiNggnnNfjqZh2sRUZmzbZv5Cc9r1sGmqisy8fzxV9aEVncsL6kU9r6KJCsDz5WHCGjM,51,1.0
u3sqh4y3qQYqSyrNa5SRXDVJX2i1uDNmeHDj7W3Gs4xpPaKfXX3tj9vrY9NZMTtvERfzX9yygGbr2qMUyr6FWLC,51,1.0
8RrqWD5qzHdHXeVpfAyfC7RHeUc6Xw93Z3t2PdVKGw19C7cfbFm6FqbUrT1ST2Mp8pxzZv3i9hdmcpWLY5F96oA,10,1.0
UXwFn7Z7H8qQmUovneMuC2Hi4ybiK2oLvq9X7kuF59HEqUr4XNKhG653trF6eqr55UL6ood1rQy2pG6nt6NptbV,51,1.0
2MLajLtbTiQNM8MUhvJ2fV6177UXPJ29oEgNLZaLASW5FWUC94YshvBz9WaeX7q6DyoyVCKBLh2Dm1gE9vxUZwEs,51,1.0
65cCVnaoNvdBLmgZzdWJPsNBc7JBDbw2YjKbFA8eX86omT7Bqh2jw6H691jHJbGYGHAvDP7XDUZDkdW6winZSxzU,51,1.0
3kGeQMunbx7YuA3gqhtHiGZS81matarySfbfRdG3JV5QZ1UgjwqXHCCH4VrkBk4ytwXR4SvrjJCGto34PHNEJhpr,51,1.0
3Qd3SZ7PEKENYxY6Dzh8MY2f1sHTaCSpgZ6Xcgx5YEbYNRMqUUaWvbsHvNcgu9yEXvx1hacF9wKRKLVf1tWiA1Pn,51,1.0
4G7rVmF9qJ6j7x3JXZBg8MAuCpopT9iW1mdpR37XhSKn4cpqEFCFoG4TdwK412qkZGBbiHeddQDu6AKMqU4gAqX7,51,1.0
3Ujpqn3KsuijjU3KCQ1dn1TwZk8i9KFyqm3gtvjT2rpkqu5eTYzWhHHLCdzxvV8RKH42hGLTcNb7en1z9b8TA2qb,51,1.0
nnoruzs5xyB4nu7ZHPKaHjGWwKYHnoWRpU7dZmPiuwAbxhRbVnEbAUS5v5hC3oKj3CJy19NkKd3Wg7sxJf4riz8,51,1.0
4snjho1kNzY9fkK9nRNBP5pKTdNkJqnyg6BXAwmh7AZNBM31PitG9e2xoSmiwbTEY4kcV6hMn147JB2rpKsvgT48,51,1.0
5oyNFexnUhJPjS4V5inodLKWCAqzrRZzNHhLtRFddDfibw4PiA8T5Wakp2cVi2vMNDwEDSiccSukDFNxzkc1WAh8,51,1.0
57p4agA6Q8eK8cmwpyHcztujMvKx9CvvWVWJQhnHcqoZLDfyoo7Lwpugvcmf8ucj2PRYLe9F5NuPt1U77ut4xPwJ,51,1.0
2k8zYCKCnp3r5zdcNbzkY5YUN7NCeMGiHf2WJKaCjdCN21teXEkuia8wf2JK6j274SLUwmLfLLewNeh6JskZGnea,51,1.0
5v3d4FviN93rK2k1ZsY6daTSdXV7y17D6vSReqGFdZe571AzwSaJoW23k15bkDH8qJkRX9z5UAATEfovsnZzEJWx,51,1.0
291FERYk3AiNYeauPii4VmKiMTZ5tpUcpceftvSjedeyc8sp8HErnJBYPgvCYgH7yDLxuMU2rRL5CE3MgNb82Fo8,51,1.0
4WXr3keYVuzxHYmGj7MAHwqM8YartrDjYLk2834BqAVhbgrsDxkTqN9NNLZ8qiRBSxBrCL7gbHB3ZxZf5QeQGNe3,51,1.0
5o8QGRf1cNNUKun2eXkBMjwaczXD8RHqDbK5F6S9vjuPra6mkYP6Uih4KHVurA2ZFo8kAMEQjDyfDZv6p9KsGsDF,51,1.0
2cfVw4htmDLnZL5pR5yd7xnHyE8CQE8B2C1yBmdqCoj6UtLVoE7A71eNFNofvjbS5Q3Zb6z4tEu6DRzUtge57vJd,51,1.0
3474mUpVonfBMfhrS2jS2ph4pokYu6AzpY3q6gdPXjshGPtKzAkrF1yqVf5pDzo1sRk3Sb4t9tVZ15gHrBhP7qXe,51,1.0
5crpnZSVYxFMbKHpyXKCw4gm7ZtwTdqGEi1XxZFTR94Qu9K7Bf4nNUuRLzgboNHCzsjMtrmwdd7tDGDXZmYyupe7,51,1.0
5Wkp4z2W2T42KsaXefQ53rLwpABp8W24wWxsFS1wuSYXsgNbCXzzL4DuivzDwEruJF1ZnkefgpzbzRLN8hRP1zAX,51,1.0
8X35rQUK2u9hfn8rMPwwr6ZSEUhbmfDPEapp589XyoM1,51,1.0
2YCzHCXnBf88dpQ6mdKqK4qjzwhCsByWDXEXPMRsUUJkH5JaVFEJWxE4QWMznKk7oTNSyCNEuWdVbK1FPCVfsmZh,51,1.0
ikSfpvj5bUrxCn2ugb3h4hieP1qcLE1BVnuX51mc3nsF2hSWv9wQ9ogByaqBFwejM4oSZ6cbKdabHBtJe6BSbyk,51,1.0
5pDtA2V9CmmNM46XbZknY2L8HwFrcTqFUSB22LwFfYWD75xUHQ7zwvdHj46utQg1GtgbkPQHMt6jnHfsGiBuh45q,51,1.0
jvwcZSX5RqFayv8MSxUPbEL2rAmvEuUB4dBs3RuYmXbE7vEqY8P5pVENyiDnLxxmgr4m3nbfmxg4tsiPkDWK4pQ,51,1.0
2X3YEYxXprXg6NsYBBUFUsF3TfEAJBzN39GMYG5t8oKZ6rpr8zwuLpXYmkFMfPZMgveN9t7SyycC739GmVhavQVc,51,1.0
2gxa9Lgwm8bixwUSUVvLj8AukeDin4crrHZyEaq2thp1iBGVRsZNpzzcsroAwSwWcXSnhH9qwavPVscHgXSwoJij,16,1.0
GnAT9S2EC7HttvmUpjHL3tx2DUy4KLmZWCtUpuon9pdG,7,0.7
3QkCNQ4bjNmFdGDadbXLRUsrLuAAyYEtcbE6qjXpXb9HywAjUpcaatytLjiSQDb3EuvbjLHQCkfrcpVKtY2FSFZo,51,1.0
5XQasgN95dCHWT7XU1rqkakpuaoDU52AmvYP9CZrznQzMu6swL4XPmQC2ASSfeMMDvmBV7QJtZDGghxFcrcBYHxu,51,1.0
XbAHUvgrJak4o6d4eWTHFK7CbA6Sb4AkDLThsrt3pqhrL3S6crYxoGgzyPSC1GfohDkECHVPuFSmBM8joYmGiZE,51,1.0
3YHYbwJcUgMJfF9pHGf1EbvgvRXf8STegAndN87P2eAgjLUngZDo3XYuk5i88cxv3r1gukAkHoo7tLHCsrpLazqe,51,1.0
29sWLQprzeQXj1ubbtdySNkSD4JU2e2hYQoBxgDR6wM86s7RZ9RAbtMgEX2WqDTESY11Tu6oJxURxrZ4wNh29RA8,51,1.0
5JvjgWdYu7itusWeSsuRzZQ6Spa1GnEKMKYAK7UhmpsiXi18eDS6uzoeB7BMTANZ7eqBhCxozugy8EZcNaVDcCPA,51,1.0
2Va6bgHWLBc2c4tUJ2SMbAYcYS1bDAfYLr9vMpNbChJmK3c7DauszLuekHBjoyeYnH1U62eBF15K7Hr4xBC94X9k,51,1.0
5p8mxGbqJynoa9bCBBoCy3B8ZerQ32enUnG15yDrdfZVtQDPyKCZjCUU6qWKeAXk7T4CEmbGKe4gmM4PBDt8JL7F,51,1.0
3wbApenNfUqTUvQcxHZ8NVVsCFauPGzKhkjM9RPjjThEAgdrLynBCRBLYUzDJJ2uNvkyFkWmsQGhJne1WUJfVTtq,51,1.0
5QXLHei4tMRRacD3joxAuAevaeHbECbRcQzJds8W7GFHZy5MFgjjsodBoSdT2MbA5qTGktTXXK4QHU3b5yVcLXmm,10,1.0
21rPvou1ViWsBZ1aG1iCfNPB6Z63XaDtBY8DGskW7NNrpYGNxTriPi2RJWfvBXpZgQLehwyLxybwwqSDyDCGsQ1r,51,1.0
2EfMtxSXVbZq5GuLQMpsFnap8TTJTV7vwqhi5MLiaxF9pAA1Xt5kcr854MpbpDmWYFfFMML9d6wZx9HuvWT3zQyP,51,1.0
3SPeKBSi8ALh35UJHpb1uqZazxswE3Pc2n2w3qeCNXXHLpHFtEP2eB546U9bbEV6AprVnQZ3auqtLL2qjoE9VWx4,51,1.0
3Wg7pewAd9RC2sd99nYD4DD2fJSVr63ogZoWkvPApodjDjr7NZGi5KWv8LCK9iXoVMZUsz7A27yyrWU7EpVb8KaB,51,1.0
Ycd6DQrNpCoc3voVjCULVJgr6n6NsMR2YgncS27DmKwUxhpcYXLznFYCcs4EmzGi49W17kSwfw3TmwziASF47x4,51,1.0
NGmhJpUbgiTAm2Tu8HsMnpdN7cedBKRGg9mP7WcszgUt7DAGYWxgqaweyvTyZyqYapnjyBmjk8QRixvxuTYjY7M,51,1.0
3Z4hYgSdAFekx9HCJkX1nmWifpwRrgqrzFxhYmpcT5EgzQhi58CP4DhuRdi9zun9k8xzywsCKs53z14fnL7kCudc,51,1.0
3M3msBzLqiQ55JNfJXRjnSRery5aj3zWVmKK45A3ZAwVJp6cVDoHtWvDcB8cZRKewPut9k8GbyvPmhGfSBuiGv1o,51,1.0
46bRf5vPj1eLsCYTxhqvczQT18LfxaGBdkzHUUyU7Eax5jYo4bJAqNzjfp6ji9hDCeJ3fS3rbWoeELHaUtv4x6Pj,51,1.0
2RervKJRtRwjLj1tXJReTXAjuW51keR2srcJ25QQmtEpsKn7pPt6aq8mrhoFhbNpQWLRFPvhAEf8bzrn5LGo9Dcn,51,1.0
2ZZipGGe6jKuKyHN91APYntyWQoV9iT8y2HA4QqJKPSgn8W2jkYyBrtxKfg53JBSMsDx5vNp2tQ1uBELAwkFVge8,51,1.0
4tb9P5X42v4XURDPC2W6KwLiTBM1ECMKPYkj94HVVKidqKBWwPeyk3XwjK4f6x22pC83Gb6rmvmJY3SZbAKC87Du,51,1.0
3UyJ5yp4gjukzjngKcdmqimMhpngaNbHyWuzBBkSzrezUd75UpuX2TrF8yz3MTd9hU5dZ9jaMmhjkMVAPdbB3D1o,51,1.0
5gDmcd1p6m3yGe8CgK6tx4YyETSLiHs1aR9vgBr6bAowArNmCSWFKf6TgMd643E6VhMCbG9wUmqdDKYgGui9inp8,16,1.0
2ZgdmmVqiWkRFzxoSDexbPDJtpEXuB9ZDXsa5nBTStM4mqUBQNNhb4RdFYKMaRt7Rn62Fg5FPRYdnkqc47Gmmoog,51,1.0
4WBqutrLhdomUaDvzgL8P2A6og3wqPWsMkyW4adB7qVG8tytpH7JFuwRtLjA7LXFKEfXyQZbmoy5KEMZrxwU9Ggg,51,1.0
3kobriTPML9Zipp8N1MoJtYR13S4TeV9kA1QHpaM9y1p3Aqvqo8FHZfpMmbRyQUG1gRTZp9M2h2UY4tigHerzDyD,51,1.0
suQCHCDAJG2fGoZwt8axbtpoXasouD259Yhx8v7ggqxYSScrVyWMsKGNRLynRqvao1rFASDMF4KG2JTnW2XocRz,51,1.0
8EiTaiLsqnV3kiZygfUNGZiquarzdEZ9xKSink2qFYMHMXZJUVMYd5pZzK6pE9QidmawSiB1ZLyE4RPqtrX9JEz,51,1.0
3YFcrPX68hBoP22BnQWrRGVKqSyzhYmzCozAd4BGvS5DWY4MEqBrAVjHGdDYSqHbLVt8eBFtWSQhnQC4maifiDWV,51,1.0
5yBxQTYgtYYbGc9iA3Yo2APWu1UeQS2qK9GJrfJFFM8pWyUV1N23n7YWY4u97zUeNYNQpy8GAmdP16hk7UawGj8,51,1.0
5eWYAW6ZjqdB7WdxckwjEdgb68RA6fcQYzEGrB2kVBZRB4VRao4Btd7JGWGZFL6NP9F34FcFxyVKk7uEH2idaqus,51,1.0
4rHXCaBJbJj7RmPBCBvuX5Kr981sUDvxr5DpzpHgDGKh6GyvuAkeHb12zSZhp7B3GQFzT8Fn4SgyPxzJgUFNe7AF,51,1.0
nmaocXsF4FVBTFUjzvfqpJrsGDx6HenGAgxR4HVTw7eJ68vZBerpKuUkAXRniDpUWhv2jYF7ucpCsVRt78qozZo,51,1.0
5uRw6cPhuyq2mXRJPux2Jd7SCX1Jhu84CndoSasG5nc2Kb5THfU2YC14R8dsYQYNJmZvsmZrURrBbMwr8LTBvAdx,51,1.0
3WoKyrJJSJDrCqM8L4P4r7ZrPQp3grr23Q6WncDkunPf1EABeLszmt7aGxoBDnPSfwzk7cuQUJKfEiNV3mtULVaQ,51,1.0
3D3vtmZYJUWNpNw53JTmLcZ2REV5htjckD389wcqoEAzjANxdtoARcB4VY9VsV895EMDtwfo5zpMBjEVBuFaNeWj,51,1.0
5KWtRFf5nLXcCFJq2AfjhYtg9wvc9yeFoazzewVtkKRmv2NfN7GFT32HnUte4jbRnPuwizHLfn7wnkkSQFaDP6GR,51,1.0
4QS8WCHJdve1ueDZDmWdYR4NrPZi8z81dPFqDBJWArExnGPQKsTCvbZBEBN7eCdp2YnCaKHTDa4aLJSam7sXNhsj,51,1.0
3w9cGhu1SzZ9jR1AcWTHNheCom5nP7mWx8oVp2sFf4b24PZ1S9fcHdZYVTZCbqHMoqqGLiZKBGxs4JTkCpGWgqD3,51,1.0
2vqBqyxosNtLCeyYGQuPVuszFnQyDgWkGFkDt1k6ZcFM91ebiqJSCzrDgbJJWD5J4qTxLTkp4u4ok1aFCV8JgvaP,51,1.0
63X3d91z5LXo8DrDuHYgE4rEzgBLp5S3qKPaw51AMaiFMdSWBohcNbtW8ihwySjrJ5m8VqYvwjNqtSCpnSX6xv6H,51,1.0
5tkQLjCqjDMZcThQqmv7jBqaJ5Zxrvg4C4PZtHrhP5H6K5vaHduWz4epizikhJrHXCtUTpquxH7DXU19yKgeSV9k,51,1.0
39B2LatJrKHKtukHF5FVMYgyTk17gxVoPM2e1MScx5Wu7PsZ3dV5jobLHTsMTeua5ZZKjBJFUUb1e7z4cFfeHjoY,51,1.0
3JkAQ5tewWWLhLzZhfdMGoXyQwFmYYSyE8u1cFRFkWhEUE32rkoB9MwbJFtsZqe5Wa2vcDUTFraRAnSYy7LZoJ1G,51,1.0
4iBFUcZ5W6TsUtNi8j8VcUbfWFhKaKnH6ukVLmR2s1KKEtxSoDsqMa2Br8mdS77ThdLS96C1zaRmtQJGomiZdPHQ,51,1.0
PJXrgkAsbpn9hbhSqTATccSwJAULD11ynTgwY6soCXYsfsXmuJCXti1uYTkBGrN73Nbk4FuyFYbw8VRf6H4Diui,51,1.0
3qpKnqJEwhL8untGa9t11pTdF5waBGuTotkHJW7E6tAcKYoM9rBHEMvieeujmhX1iuGobEZSxfkQhFBtpUDAXrzs,51,1.0
5697s91iSQkGDzBnJ2gFSE4c8ceYh72VEUjPayKjgeifNWPecyUcdfDHSpKcbhdWyXm13jpFywnGFwjvFZZRwEUi,51,1.0
3iMqApRggfdq5Q9m6WfeZzU2dwzxj7NDAdyAfkt2rzS145KHLvkiTxi8RquYkj49gUpVziM4k7byfhBHwErFXXnt,51,1.0
5FvVYHRvHyVDPWBNaV6ancRBzrJd7aG74aACpGHHyFnMAbYcntaHHwub5deD6dqN2VBA86yHDiKd5udqqdPVD3Qg,51,1.0
3y6AuZeVJcrCYYD5EetdRPhjMa27PnnDwHYjDqAXhZCwNo3iuA1AMKdwR76Nko4mveGQN6ZjfoSZ94ZnSMdBELWU,51,1.0
37rJ3dUoKSc6X8us79JTt7mProNYq4f8EUBBMLThUCXcye3W2MwSutd1tS2ub1mdsSMSvpnxK8hXKiwHEamYFSU4,51,1.0
zCNigYzFYAyrMw6rSMD239U5vo4G5NTnJzrvhNJVfLFuYwUEqzLWfLS5thePg3GZwF6RRUvXLLZhG1EJEcrWcuY,51,1.0
Ds4a6tegFPn247YDYGa5tLXEBC49dmWYzr2gyjZaxP9QKDqr4tChVDriraoGwLCKrPebt1dcxS58vfzdAf6YEgp,51,1.0
2Var9rh4xC3grMLHy6tAJdjXS3GZuveyEWQEZs3rAKcfgocKt9AWwEyrqz5WRutHibA7Cvu1rAvP5Z8w8QkgTmPv,51,1.0
2GtEMz8HxoJVPftFak3SJmxT1uGzksQ3Q2oBzv7Cy4VD7eeTzjdXfBrpU6GmsQV8u3r4kgKcHFPxVk2JMeSbGGew,51,1.0
3pPwevUzDtvJEcVjGcFZRphsifmCPaB6i29xoi54qgs99beLckA5z1MfNAFk6uVDxT2AnUnKPvDGxkcZyh6FfSxd,51,1.0
44zsWcHQK21HiL25raSMc2FEduUaZehcKLPvAyhtF9UQYsEqGbi64iSrEQxUQUf6YqPo4KEb7fsq2LWbjjPF4e6N,51,1.0
6178CnkZjJ3tZzDs4q13aoMfvZBWUqTmYW9dhzvy7KPZhx9ZP5aa4GCejEEz5FUPT9HTjL6SXrMCGXjPzsfZQRLA,51,1.0
XYikRjSKtw7LCf5hXrVmeNv4X9f1ctaHbzaxh6qowj6DiKM3uxBxB9LhW4zSfb4CH1dLJConAN8zXz7HissH2yK,51,1.0
5KtUUpnvoKbmgGJKz933h8ebTpuz5MKEd4UDDhjoCfj6G6E2pWhbHdD9QJDuwaM4YyGF8k1khBZWkcZgiJik5uPH,51,1.0
CPZmKkAhD2wv1Z21EUZvdH8ZeSD13geAnSfyVBwcW8XK,16,1.0
5ueh9uojs5PVgAPuZKzeBB3wZ3svvTVzw1JJhCVpVkJR418zqvWesrPN8tPTSSCPAgeXWvsBStBrERStwATgxhys,51,1.0
2Aahne3q49cYq15pShPmVK1MeteVLWVBfXAxeXFrXS1FE66F4sHGnehPZM1soskgYB4Zc6uj8yKGsNpo31gUekEj,51,1.0
3Ntd9tpssm9RAK9CbAALPkJbn4JeMkBdDXU7AuTwpiVimrHg4y8xJ6WoidNPN7Juc8hyqkKKGnWe7rkzwHKWXWrS,51,1.0
4d2YdT5qCYivbNnbEZRApRUnr2VfbkWEc79dxGtckiG48H2FcezfKkFuRBMd4TY3ezpGoZ8yjATnBVF8yohrxZ6y,51,1.0
5zQuzZSvXdmrqcWt48vW7Dk1ArSDjrZkbPKqSCapaZivaXhFbEw5pkZ4FMAasmkuBsfsg3M3BtfZHX8FskmzjKr8,51,1.0
2YxxxNcgLrWiYP9tMPQc32znjZJvkYGPbNEsrrByMybNDA477Z4sQra1Li2NxfuecEnriPe8gjuiSjzoaMQQ3AvT,16,1.0
5ZVcnRsckwvpHgnwpXGVUzhidw5LcZJoRchTGjvH73mrS4E5GasAkkV2FgEfbJsAivBaMEQEMuBKJhY1X6ZvvEiF,51,1.0
58fWC4fpLbUwynPyZVjXuiZT9G4qRKVEUk6pwdCSjRMBNPyjP5xEWHC8TccUnN8LpApAR6vdjpwHm6fgMkgFNpEo,51,1.0
nQBpYuvWXRiSeC4YnLWZQ3LEwiB75s8SQpe4T5eoBV7nseNTLYrG3SnNHQBo8iBeADjGK6wmLkZAj8r5cTzfcxX,51,1.0
4UAFUwoP8fszM4nDWmYMt1GcXRARJ4bVfjgWEzNohYyxDJWLyCpjG21h3cepnQenWWifxKoBdffSKJWvFme36kJZ,51,1.0
2ApnR7R9whKyuBtGSPmEhnZG8QtZXY5Vpj7vmaXHjytdukmjhuF6E3mpwNWFnWMEW1vECYtTuW3M58dnU2CtAFHu,51,1.0
2jHgPQqrJndQaUHjqS1Ye6gABFREGxgzipAvPsXNi8xEMbi2TTSQ3PvJaZgXWXdvDxL6W5GgM77VrsZNxeextZvx,51,1.0
d6AxKNPahdY18ExEA3pxE5sMFakC6zdRtBGJ6v5zgHpfPTrjF5NEBdaQenMSSbUeQrerCebKs6oXJ2yX4GT73vJ,51,1.0
5jRcQHHpJY8THXZjimuiZSVsBg5dR14Mtjp38Vj5nnMbuhCMuSJC6qUHpGpDo9p2fcHKFpdsHJ7UDVeoJ5VSv6GM,51,1.0
5bQDf1X1ih7VU68sTWk9D6EPhy7FVi8viaA1LjgkepdpWvNdMeoRt3xELWKqFPg2RaYFuTXJuLnQ28PqeoeFvhzw,51,1.0
NVF7qVzzU7pjKyukzL4Ky9wdTdTC11cF6KkHXkXpTVSBBguEydkFEvriizRwV1Gp8pDoFEff7Tmr5i1he3bCrND,51,1.0
4BKSz48WGmX2zQkAAUjUgoziiZUGYYhhxGf69jyXTUVE2fzB2Sy84AKz6PtpdFtaQhsRxtwkJT8uK4e1e8HnYoCh,51,1.0
3xAGs7BgwUmC1nzWZhQKt8yP9ZEQxVXseAWPBn3mr2v4rRb1bHAoAqfVigW6HfTTPgQifEH8miVAxh9GHykr6P6M,51,1.0
4FUb6FaStkEwypcu3eLZEpBfmgqatDGcxjjbUfKCYsthAsZBYXFpno2g6uGn8kzSVWdv4nAxZSZHztTvnYMZY787,51,1.0
5smF86tCRL5jAiPDq58L6uR3zQqnTUeK5c8eDHxLkBQ254NPsWEr9wjvL2PjptrYyidZZdXs3ZjFa4RkBy6s5iV6,10,1.0
2PmQBgD7dAikDGiscG6KMD5jupHmquNFxL85Ars8gfYKufcBnGYB99AaPh2AkkjGv7srjiRrkpUyvcoyE1bSk47z,51,1.0
qDcBLVDVnj2L2BtHDT5jMcYtK4DcrKkspd4wypkT1Y1eTA1UQaF8vhHHJZtj1pvb7Mc6A8X2kZWhoWcLcoGoEAC,51,1.0
oPXWoreJ9VzZeDPmkbKVWq2KnJ6XHFHnmcwmQVDUPgnqLuGDKrvZStB5pEzBF36oXXTk58QoszZce952Ssk4yP1,51,1.0
3x8JiQrh8fE7ZQUoXsAYHWpDUZqge5XK6wgfHV7bLDu7EGa26mU6BSSiWyXr8co7pXbKpdYiTz7DNJKdaA6zvuNy,51,1.0
278MrrVS2eatCPgYZYmFfTo8exsCydCbGJofUNxxqTuxc4MErBt2wC7d8cz6JYF1A6Jvz9wpwHBu8tvmCWf1zRKo,51,1.0
3ZDq9rvPkPfWfVAnba8wZELaMzcg98LEBB8kVQNeM55LEgiRbVyuH1AYdaSmAi52E3G7JdksQCdpcVBfveiNunJ7,51,1.0
5uHrxZdgFtbrSSSPgTPeJiem6yqgGJdnHMtsDT7LD7cx2M82XGDTWwWXRNt9U82Kh8pWGiPPCSUBNaGGcPpdyx9R,7,0.7
E4TqY59eTKDZvFPEFSW2Wi5YhP2sVBLHgMWszQjd39KJnSZJEBhoWLza3eptUeS77dG2irrPgeVdFh7HZtLNMkf,51,1.0
2Bp7SPDcFbzzvXe7tRfsL1NFN9RfvLuT9NURGhWvM6aBEBnFu2Hu9RtcmcR1XBDchT6jJoySJpxqNcowQsqEojcv,51,1.0
2rpjrvYGdhv8htUPT3e6SB7axe1XT6ZAXmAi1Cz1dqZ2HXTEiLbHuVHApCeRqDByDKia2jkien3xoKmkBL7Lrsf5,51,1.0
5eJMCEqu8qH49LE6JEVUm5BA3JRqTN6TmGytHtibxFyCHvS3zhDT2FeNb7twcjAZAruxvwRzkMT9DQAoVKS4fxv3,51,1.0
5gtLFezmjx5EqnmizWJfENSEze3J9gCnFrRA5BwBckU4gKJQVisc9BeAkZuEtvEHT2bv9KVDoPH91H552mgU8zZQ,51,1.0
eWCHvPyqPNWWNBc9LWkZEF4SmwTDzBmxw6721SAKsTgVXtJLjshdaSasYvQbzpYvaMVMZ46Xk4DdnW7RDjiwBiH,51,1.0
vxbgm14BwKMuGg8HXdsGSup4LmapJg3SaNZkDpRMg8GDrKZi1xmpyHuGQyC1qBBYUBymXL2EymU284KJQe35D6P,51,1.0
5L381VRsKQaFgqP6FnThFZuqAPnE3y6eaqjK6VMJV1fRjvA157f4YXvv4Ya5PuHWm2F7agzMjUUEJCpjq7nhUvra,51,1.0
5f5dKiab3s5UzNd5jvu9n7sdCXBkVvSTL5NBG5DnfQeJbaBHjBUEMubi2HV1xWop1PM7KQqAZAJHddS3W327C7Zx,10,1.0
4r8Kb24gchyGSn5MrbUgaecDRuebpHnAzQhydJwT7GryaSxUPsf6AXrTaLhx5sMaMYbFUALJjsGh3XaPWmYza2ZG,51,1.0
H1h7QndDNTiGfC589SmMum448SCbdWXNcEoYRZQC9ee8uFJgVbUmFy9DCZrrSRJUB3YVGsDPfnXsik9Ld9zsjAv,10,1.0
47N7ZdJif6RTq4hSFyyyHaw6U8wQSE2aY3kmG1JwbUiBfPkYpiUGZUgUQfKarmNi1gqZg3GT1DNcCf8uFWfaLYan,51,1.0
LssxRdEeDV3fLd4y4m3akAPfz3HApTBw9yh7TJvFFhP,51,1.0
